rank,nome,nota media
,Alphabet Soundtracks,5.00
,What's the diff?,N/A
,Attribute Booster,6.45
,Diceoku,N/A
,Desperately Seeking,N/A
,Treasures & Traps: Expanded Realms 1,6.82
,UNO: Eragon,4.60
,UNO: Boston Celtics Legends,3.00
,United States Trading Game,N/A
,Dinosaur Quiz,3.60
,Corky Clown Big Top Circus Game,N/A
,Shariland,N/A
,Sufficient,N/A
,Neuroshima Hex! Doomsday Machine 1.0,7.17
,Jogo do Sushi,N/A
,Mr. President,6.68
,Snooker-U!,N/A
,Cop & Killer,5.00
,Rummy 400,N/A
,MageBattle,6.56
,Pictures Domino,5.00
,Opening Day: A Deer Hunters Game,N/A
,Hooked on Phonics: Pop Fox's Roll and Read,N/A
,In The Grand Manner,7.50
,1916: Land War in the Age of Machines,N/A
,1943: Battalion Level Ground Combat For WWII,5.80
,Republique,8.50
,Skarb Zakonu,4.65
,The Finnish Trilogy 1939-1945: Winter War 1939-1940 (Vol. 1),7.84
,The Finnish Trilogy 1939-1945: Continuation War 1941-1944 (vol. 2),8.17
,The Finnish Trilogy 1939-1945: Lapland War 1944-1945 (vol. 3),8.06
,8 Dragons,5.28
,Battlefleet 1915,N/A
,Quickfire: Pre-Dreadnought Era Fast-Play Rules,6.00
,Two for Tea (AWI Warmaster),8.00
,Magnytour,5.25
,De Gele Trui,N/A
,Horus,6.36
,Menu Match,3.00
,Scrabble Golf Edition,5.50
,The Self Defense Game,N/A
,Battle of Kingdom,3.65
,Craonne 1814,5.00
,Spicheren,6.00
,La Bataille du Garigliano,6.00
,Realstat Racing,3.00
,Cyclo Prestige,N/A
,La Reconquista,5.68
,Il Giro di Francia,N/A
,Campioni e Gregari,N/A
,Oilboom,6.92
,Könige der Wellen: Das Spiel,3.00
,¡Europa!,6.50
,The Golden Compass DVD Adventure Board Game,3.69
,Viaje por Europa,4.59
,Petrodólares,4.22
,Skittle Baseball,2.00
,Carreras Misteriosas,N/A
,Bajando el Puerto,N/A
,Sammlung Schöner Spiele,N/A
,Slow Bicycle Race,N/A
,Le jeu du référendum,3.00
,Ambientolito,N/A
,South Dakota Trivia Trails,N/A
,Pa-tol,6.00
,The Missionary Game,3.97
,Spirit of Utah Centennial Board Game,N/A
,Superstars,5.00
,Babar and His Friends: See-Saw Game,N/A
,Autofun,N/A
,Around the World,3.67
,Apple's Way,N/A
,Animal Crackers Game,5.00
,American Airlines Travel Game,6.00
,Air Combat,N/A
,Ithaka,5.71
,Bobbin Noggin,N/A
,Batman Mini Board Card Game,N/A
,Bugs Bunny Adventure Game,N/A
,Tic-tac-aroo with Captain Kangaroo,N/A
,Captain and the Kids,N/A
,Charles Goren's Advanced Bridge for One,4.33
,Cherry Street,N/A
,Chevyland Sweepstakes,N/A
,Choo Choo Charlie Game,N/A
,Cracker Jack Game,4.75
,Cut Up Shopping Spree Game,N/A
,"Diver Dan, Tug-O-War Game",5.50
,Verdict II,4.63
,Les Trésors des Cités Perdues,4.25
,Alarm,6.00
,Have I Got News For You,4.33
,Dinosaurus,N/A
,Uffda,3.00
,Dunbar,6.43
,ATS: So Full of Fire,7.15
,Die fliegenden Händler von Karthago,7.25
,Groucho TV Quiz,4.50
,Montezuma,N/A
,1930!,N/A
,Duel in the Dark: Ju88 Night Fighter,6.89
,Duel in the Dark: Railroad Flak,6.81
,Duel in the Dark: Acoustic Mirror,6.55
,Word Chess,N/A
,Duel in the Dark: Quad Flak,6.66
,Falcon Ace,8.34
,Duel in the Dark: Skilled Gun Crew,6.56
,Duel in the Dark: The Walls Have Ears,6.85
,Starz,7.00
,Abyss,5.00
,Acorn,N/A
,Survival Terror,1.00
,Hunt the Hare,N/A
,The Messenger,N/A
,After Dinner: Seven Games for an Evening's Entertainment,N/A
,The Golden Compass: The Game,4.09
,Ramses: Wettlauf um die Reichtümer Ägyptens,4.35
,Drop in the Bucket,N/A
,"Eye Witness, What Do You Remember?",6.50
,F Troop Mini-Board Card Game,N/A
,Fireball XL5,N/A
,"Flagship Airfreight, The Airline Cargo Game",N/A
,Fun on the Farm,N/A
,Gordo and Pepito,N/A
,Happy Face Game,N/A
,Huckleberry Hound Tiddledy Winks Tennis,3.00
,The Ipcress File,N/A
,Jeane Dixon's Game of Destiny,6.00
,Kigmy Game by Al Capp,N/A
,King Kong Game,7.00
,The Legend of Jesse James Game,N/A
,Little Lulu Adventure Game,N/A
,The Merry Circus Game,N/A
,All the King's Horses,3.00
,Mr. Kongo,5.30
,Anansi,6.00
,Annuvin,5.67
,4D Tic-Tac-Toe,4.50
,369,3.46
,Whozat,4.50
,Manchester,5.40
,Alchemy ICE,6.00
,Antshouse,6.00
,Duel in the Dark: 3-5 Player Variant,6.43
,Duel in the Dark: British Searchlight,6.63
,Smugglers: A Family Friendly Strategy Game,6.56
,Duel in the Dark: British 3.7in QF Anti-Aircraft Gun,6.60
,Atoms,5.17
,Attraction,7.62
,Attack Vector,8.50
,Roots and Shoots,N/A
,Surveyors of the Galaxy,5.28
,Bridges and Boats,N/A
,Tavern Heroes,4.57
,Santa Fe' Trail,N/A
,Mission Jungle,5.67
,Crok Crok Crok,5.50
,Duel in the Dark: Early Nights,7.24
,5th Column (fan expansion for Fortress America),4.12
,Geheimnis der Detektive,5.50
,Annex,7.00
,De Cape & d'Épée: La mission secrète,7.25
,Wordsworth,7.17
,La Chasse au Mammouth,N/A
,Das Umzugsspiel,N/A
,Flohzirkus,6.25
,Moby Dicks Freunde,5.50
,Utah Trivia,3.00
,Lecardo,5.00
,Armada,6.21
,Arrow Cubes,5.67
,The Assassination Game Le,4.67
,Atomic,N/A
,Hole in the Head,N/A
,Official Baseball Card Game,6.70
,Official Baseball Game,6.00
,Commodity,N/A
,Matchless: A Bible and Nature Game,1.00
,Bible Characters Game,1.00
,Central Pennsylvania Trivia Game,N/A
,Rose City Trivia,N/A
,Arena,6.00
,One Against the Dead,5.97
,Discombobulation,5.53
,Duel in the Dark: Baby Blitz,7.48
,Fleet Street,4.00
,Behold,N/A
,Madison Trivia,N/A
,The Merry Game Of The Country Auction,N/A
,Baseball,5.50
,Giraffe,N/A
,Barrier,4.00
,Megalopolis,4.78
,Travel Manners of the Wealthy and Powerful,N/A
,Boppin' Bee,4.00
,Ladybug Dominoes,7.00
,Coco Colecto,6.05
,Tumble-Numbers,N/A
,Supermarina I: The First Part of the Mediterranean War – Scenarios and Statistics for Command at Sea,8.00
,Murkku,5.00
,Game of Siege,9.00
,My First 3 Nature Games,N/A
,Prognos,N/A
,Team Work: Feste & Feiern,6.31
,Scrimmage,6.50
,Hypercube Hop,5.75
,Atlantic City Tycoon,N/A
,Maisy's First Game Book,4.00
,Game of Old Mrs. Goose,N/A
,Paper Football Card Game,6.67
,Tuunes,N/A
,Finanssinero,4.64
,Pizza Box Football 2007 Expansion Game Booster,6.84
,Rumbling Spell Orchestra,7.00
,Don't Drop the Soap,3.63
,Sturmpioniere,N/A
,The Ocean Race,N/A
,The Tram,N/A
,Blockade,6.00
,Battle at Sea: The New Game of National Defense,N/A
,Conquest,3.00
,GHQ,6.92
,Diplomacy,7.00
,Lentävä Matto,5.07
,Plasticopoli,N/A
,The Juno Mission,N/A
,Pog Baseball,N/A
,Pog Basketball,N/A
,Pog Football,N/A
,Pog Soccer,1.00
,Pog Hockey,2.00
,Basquete S.A.,5.00
,Conquering Hollywood,N/A
,Attack,7.00
,Im Obstgarten,6.00
,Controversia,7.12
,Taking the Fort,7.00
,Kriegspiel Junior,6.50
,Waterloo,N/A
,The Game of 5th Column Spy Hunters,N/A
,Tomtespelet,5.50
,Schachy,N/A
,"Latest Game of Knights, Tournaments, and Saracens for Young and Old",N/A
,New Traveling Game by Railway from Berlin to Paris,N/A
,New Monkey Game,N/A
,Freischütz,6.00
,Historical-Chronological Game,N/A
,Geographical Card Game,N/A
,Throne and Cottage,N/A
,Yacht Race,N/A
,Word Builder,N/A
,Wir fahren gegen Engeland,3.33
,Scrabble: Pirates of the Caribbean Edition,5.10
,Test Cricket Game,4.00
,Daily Mail Footer-Pool,4.00
,Richesses de France,5.31
,Brooklands Automobile Racing Game,4.00
,High Speed Test: Dunlop Tyre Racing Game,N/A
,Motor Delivery Game,N/A
,Tree Top Targets game,N/A
,Stolen Treasure,N/A
,Game: The Gaming,N/A
,Tru Action Electric Baseball Game,N/A
,UNO: Doctor Who,5.29
,Dawson City Barbers,6.66
,Church Ball: The Game,5.50
,Druthers,4.02
,Speak It Not,5.54
,Hop-Scotch,N/A
,Timestalk,5.00
,My House,N/A
,Het Piratenspel,6.68
,Book of Mormon Who?,5.71
,Dick Turpin's game of Highway Robbery,4.00
,Sandy Hawley's Post Time,7.00
,Qi Guo Xiang Qi,6.00
,Catholic-opoly,10.00
,Mormon-Opoly,3.33
,NewLondonAreaopoly,N/A
,Mexican Pete: I Got It,6.50
,Warzon,7.00
,Cinderella or Hunt the Slipper,N/A
,Empires,N/A
,Junior Combination Games,5.50
,Quiz Me: Game of Numbers,N/A
,A Game of the States,N/A
,Hänsel und Gretel: Ein Märchenspiel,N/A
,Cat & Mice or Holes & Traps,4.67
,Kreuz und quer durch den grünen Harz,N/A
,Bombers Aloft,N/A
,Don Pipas,5.00
,Tartarugas comilonas,5.00
,The Klutz Book of Card Games: for Sharks and Others,6.50
,Basic Fleet Combat System,N/A
,Basic Starship Combat System,N/A
,License Plate Game,3.67
,"Blackbeard, Bluebeard and Redbeard",N/A
,Jack and the Beanstalk,N/A
,Bible Knows,1.00
,Disney's Dinosaur Aladar's Quest,5.00
,War Tactics or Can Great Britain Be Invaded?,N/A
,Nanaimo World Championship Bathtub Race Game,N/A
,Game of Siege,N/A
,Wir Zaubern Mit Buchstaben,N/A
,Cha·Do: Das Tee-Spiel,4.00
,Prison,6.00
,Army Checkers,10.00
,Infinite Chess,8.50
,Ísland: spurningaspil,5.50
,"Vogun vinnur, vogun tapar",N/A
,All Fall Down,3.00
,Paddelfahrt,N/A
,Wer hat Vorfahrt?,4.33
,The Mountain Race,N/A
,Holiday Travels,N/A
,Swiss Travels,N/A
,Volando Flying Roulette,N/A
,Stop!,5.00
,Im Fluge durch Grossdeutschland,N/A
,Bang!,5.85
,Roly Poly,N/A
,Nansen's Nordpolfahrt,N/A
,Star Hopping,N/A
,Game of Nuns,N/A
,"Flora, the Flower Game",N/A
,New Question and Answer Game,N/A
,Battle of Talana Hill,N/A
,"Bears, Foxes & Hares",4.67
,Miltry,N/A
,Champion European War Game,N/A
,Battle Zone,6.33
,Dragon Racing,N/A
,Cooperation: The wealth of Nations Game,5.67
,Minotaur!,7.88
,Panko or Votes for Women,N/A
,5.56mm,5.50
,Ballot Bots,5.98
,Dubious,4.50
,Connecto,6.17
,Race to the Fairy Castle,N/A
,Fun with the Pepper Family,2.00
,Banana Split,4.94
,The Cleveland Second Term Puzzle Game,N/A
,Pinocchio Race Game,N/A
,Le Jeu Du Dictionnaire,6.90
,"Days of Empire: Rules for Wargaming the Crimean War, 1854-1856",N/A
,Kipin Kapin Kurre,4.31
,Gotcher,1.00
,Traka,N/A
,Pro Patria! Rules for Wargaming in the Age of Napoleon,N/A
,Pro Gloria! Rules for Wargaming in the 18th century,7.00
,Days of Glory: Rules for Wargaming the American Civil War,N/A
,Days of Iron: Rules for Wargaming the Franco-Prussian War,N/A
,Spokaneopoly,3.00
,Cannonball Charlie,N/A
,Subdoku,N/A
,Horton Hears a Who! You to the Rescue!,5.06
,The Grinch: Sing Your Heart Out!,5.38
,Star Sight,N/A
,Black Sheep,6.14
,Spell a Spell,5.00
,Hands Up!,6.09
,Flips & Flops,6.00
,World Cup Cricket,2.00
,InQuest Board Game,5.00
,Master of Television,5.08
,Command Horizon,5.00
,"Dick Tracy: A ""Sunday Funnies"" Game",N/A
,Monte Carlo,5.56
,Pondusspillet,3.75
,Holy Hack: Biblical Warfare 3000 B.C. to 600 B.C. -Hacking by the Book (Second Edition),N/A
,Inside the Armor,7.25
,Avista Pro,5.82
,The Backyardigans Game,4.01
,Heroic Frenzy: Petrograd 1919,4.00
,Crossword,5.69
,Euro-game,2.33
,Einfach Genial Junior,6.00
,Boy Scout Game,10.00
,With Rucksack and Guitar,N/A
,Car Racing,3.33
,Hvis du nu var...,5.75
,Flames of War: Villers-Bocage,7.22
,Ab auf die Insel,N/A
,Lost in Space,N/A
,Flower-garden,4.50
,Hund och Katt,3.00
,Suomalainen Yleisurheilutietopeli,4.50
,Way to the White House,N/A
,Hopla Verstoppertje Spelen,5.00
,The Animal Kingdom,N/A
,Spytak,3.00
,Krux,N/A
,Middle East Smackdown,N/A
,A Bug's Life Topple Hopper 3-D Game,3.00
,Winnie the Pooh Tip 'n' Topple Game,4.18
,Tricky Topple,N/A
,AA Game of the Road,6.17
,Śląsk 1939,6.33
,Bolsão de Craques,6.50
,Grab-A-Tiger,N/A
,SQR,N/A
,Mickey Mouse Don't Wake the Dragon Game,N/A
,Order of the Stick Adventure Game: The Linear Guild,6.00
,Think a Dot,N/A
,"The Game of Secession, or Sketches of the Rebellion",N/A
,Risk 2210 A.D.: Terror Tactics Command Deck,6.70
,Quick! Put the kettle on,N/A
,Moon Melee,7.00
,Mad Marbles,4.33
,ABC: In The Jungle,N/A
,Carriers: Battle of Midway,8.00
,East vs. West (Chess),4.00
,Tank Master,N/A
,What's a Dame To Do?!,4.50
,Firefly Gin,5.00
,The Baron Munchausen Game,6.62
,"Sock it To Me!  The ""IN"" Game for Swingers",N/A
,Whip,N/A
,Uncle Wiggily's New Airplane Game,N/A
,Kruzifizz,N/A
,Four Horsemen: The New Game,N/A
,War Bingo,N/A
,Down and Out,2.00
,No-Joke,8.00
,Mü and Lots More,7.35
,Dabbawalla,6.75
,Aristocats,2.00
,Mish Mosh: The Jewish Word Game,N/A
,Hancock's Half Hour,3.50
,Horse Show,N/A
,JokerFace,7.00
,Roks,N/A
,Then There Were None...,6.45
,Domination: Sabot & Laser,5.33
,Speculation,N/A
,Super Fun,N/A
,Game of Telegrams,N/A
,Oly-opoly,5.00
,Flying Aces,N/A
,Monopoly: Littlest Pet Shop,4.61
,Pathfinder,8.50
,Iron Bottom Sound II,7.78
,Roulette Baseball,N/A
,The Greatest Adventure: Stories from the Bible – The Nativity,1.00
,Blitz: The Air Raid Game,N/A
,Qbiczu,5.00
,Hold the Fort,N/A
,Spot-a-Plane,5.00
,Flotilla,9.00
,Bomber Attack,N/A
,Rules for World War I Naval,5.00
,Schotts Sammelsurium,3.97
,The Dirt Game,5.45
,Poser,5.30
,DNA,6.00
,Efni,5.50
,Mojave,6.00
,Mag-nutz,3.00
,Tomteland,3.67
,Piraten,5.15
,Pirogue: The Trinidad and Tobago Tarpon Tournament,N/A
,MidEvil III:  Subterranean Homesick Blues!,6.18
,Be an Airman,7.00
,Battle,4.50
,Cargo for Victory,N/A
,Rickenbacker Ace Game: Keep em Flying,N/A
,Sea Raid,N/A
,Invasion,N/A
,Football Strategy,N/A
,Wiry Dan's Electric Baseball,N/A
,Flying Fun Card Game,N/A
,Crazy Traveller,N/A
,Red Actions: Beyond the River Don,6.00
,Bid!,6.55
,Bingo Battle,8.00
,Bivouac,5.00
,Biloba,6.12
,Billiards,5.33
,Big Brutal Basketball,5.67
,França 1940,6.33
,La Ruche,6.44
,Great War at Sea: Sea of Troubles,7.70
,Patrimonia,N/A
,Penguins Paradise,7.00
,Salt Lake City Scene,3.00
,Najeźdźcy,4.73
,Guelph on Board,3.00
,Can the Sardines,6.38
,ZhanGuo,7.00
,Autodrome F1 World Championship,5.25
,James Hunt's Grand Prix Racing Game,4.00
,Seattle Seahawks Trivia Game,5.00
,Living a Country Song,3.00
,Mambo,8.00
,Uppdrag Skaraborg,6.00
,The 2000 Guineas,N/A
,S.S. Van Dine's Great Detective Game,6.00
,Skip Ball,N/A
,Panto,2.00
,Airport,5.45
,Panzer Grenadier: Alaska's War,6.86
,American Idols Live Tour 2005: Road to Fame Game – Part One – The Auditions,N/A
,Wewanago Camping,7.00
,Trivial Pursuit: Greatest Hits,5.09
,Monopoly: Boutique Edition,4.83
,Draw Poker,6.00
,"Mit ""Prien"" gegen England",N/A
,Dexterity,N/A
,The Good News! Bad News! game,2.50
,Wer Sieht's Zuerst?,N/A
,Giant Freaking Worms!,5.00
,Quick Flip,4.33
,Alarme,5.53
,Das Nordwolle-Spiel (Expo 2000),N/A
,Xtropolopoquetl,3.00
,Vom Neanderthaler zum Ötzi,6.00
,Tiddly Winks Barrage Game,4.00
,Bushido: Sengoku Jidai,8.00
,Bombardment,5.90
,Blockdance,7.00
,A Glint of Bayonets,7.25
,Blue Nile,4.88
,Black Thursday,7.00
,Called to Arms,N/A
,Tallyho,N/A
,Pirater på Strövtåg,4.00
,Sea Raider,N/A
,The Wizard of Oz Game,N/A
,Bubble Buster,8.00
,Alphabet,2.33
,Sum Times,N/A
,My First Matching Game,N/A
,Tactical Friction,7.17
,Défifoo,4.73
,"Ready, Set, Listen",N/A
,HIT,5.00
,The PBX Game,N/A
,Pay Off,N/A
,Pocket Ungame: Teens,3.89
,JAKBO!,4.09
,Polygone,N/A
,Universal War,N/A
,CraZmates the Relationship Board Game for Teens & Young Adults,N/A
,Super Powers,6.70
,Piratenhändler,5.67
,Stop,4.50
,Abgezockt!,5.50
,Manah,N/A
,Big Red Bus Game,N/A
,Fun on the Farm Game,4.00
,Funny Fits Friends Game,N/A
,Nature's Challenge,N/A
,Wolf and Sheep,6.00
,Renaissance Man,3.00
,The Massive Vs. The Masses: Gamorzilla the Giant Monster Vs. The Army,5.29
,Color Checkers,5.50
,Cutthroat Caverns: Fresh Meat,7.57
,Blurt! Travel Edition,5.50
,Road Hog,7.03
,I Can Read Game,4.00
,Shape,7.00
,Monster Cards,7.50
,Berlin,7.00
,Töframenn,5.50
,IceFu,5.75
,Operaatio X,N/A
,Tarzan Card Game,N/A
,Tempt Destiny,6.00
,ToTem,5.25
,Rezolution: Outbreak,8.07
,CirKle Duo228,6.25
,One-O-Five,5.50
,TrickTackToe,6.00
,Spurs,2.00
,Wiki,7.00
,Cow Search!,7.33
,Tågspelet,3.56
,Diceman Game,3.72
,Commonwealth Navy,5.00
,Campaña de los Andes,5.80
,Rommel's Obsession,7.47
,Der Weltkrieg,10.00
,Wonder Go,6.80
,Matrix,6.00
,The Liberty Game,N/A
,Ankeborgsloppet,4.50
,Alfa-Lek,N/A
,Bankrott de Luxe,3.33
,CSz!,7.00
,Arthur's Game,3.00
,Benedicto,N/A
,Bomber Raid,N/A
,Define It,N/A
,Strategy,N/A
,Closing the Ring,N/A
,The Big Battalions,N/A
,More Metric Milers,6.00
,Castle Croquetnole,7.00
,Space Cruiser Yamato,7.00
,This War Without An Enemy,6.00
,Brainstonz,6.44
,Cardinal's Guards,6.33
,Fantastic Four Encounter With Doom,4.33
,Monopoly Junior: Disney Channel,3.75
,Z.O.D.,5.50
,At All Hazards: The Cold Harbor Campaign,7.67
,Robots and Reptiles,N/A
,Hollywood Shuffle,5.79
,Game of SIM,5.00
,Star Fleet Battles: Module W – Space Battle Maps,7.72
,Clear!,7.00
,City Planning,7.00
,City Council,6.75
,Christmas Lights,5.87
,Choosy Sushi,6.00
,Chemin Montagneux,6.00
,Chaos Cruisers,7.25
,Truth Tower,N/A
,Solaria,6.90
,Chaos,6.00
,Tocapus,6.04
,Älypää!,4.17
,Pölkkypäät,3.14
,Jungle Super Ball,3.60
,Kummitusjuttu,4.79
,Ötökkäjahti,3.50
,Die drei ???: Das Geheimnis der Geisterinsel,5.30
,Williamsburg 1862,7.71
,Monkey Madness,5.41
,Shaken Up,5.50
,Tutankhamon (en busca de la civilización),5.00
,Wings of War: Eagles of the Reich Squadron Pack,7.04
,Dash-in Dungeons,6.31
,Buzz Off: The Electronic Bingo Game,N/A
,Der kleine Medicus,5.29
,Wild West,N/A
,Sealord Rule the waves,4.00
,Scatz,4.63
,Obol,N/A
,Fische und Schafe,N/A
,Filibuster,5.04
,Trybiki,4.48
,Wild West: The Gunfight Game,4.67
,Quid,N/A
,Snarfquest Expansion 1 (Suthaze),6.10
,Snarfquest Expansion 2 (Telerie),5.88
,Snarfquest Expansion 3 (Aveeare),6.10
,Snarfquest Expansion 4 (Raffendorf),6.10
,Snarfquest Miniatures Bonus Pack,5.00
,Kaiser's Pirates: Expansion Pack,6.88
,Blitzstreig,5.50
,Sus-Pense,N/A
,Maxi Zicke Zacke Hühnerkacke,5.81
,SIMSOC,8.67
,Touring Scotland,4.67
,Finger Twister,4.46
,Lari Safari,5.60
,My First Huisje Boompje Beestje,5.27
,Pohjoisen Pikajunan Arvoitus,N/A
,Seafood Palace,N/A
,Crazy Dice Math,4.94
,Moscow Defended,6.33
,Santa Claus Takes the Intercity,7.30
,Matka Karjalaan,2.30
,101 Dalmatians: Spin for Spots,4.00
,Hoe overleef ik mezelf spel,N/A
,Het Hoe Overleef Ik: Spel,3.00
,In Your Face!,4.00
,Nordopoly,N/A
,Quartette,3.33
,"Krabbel, kleiner Käfer!",6.00
,Tortoise vs. Hare,6.88
,IceSickle,6.54
,PFC: The Pro Football Chronology,N/A
,Regional: The Game of Pro Bowling,N/A
,Indulto: The Game of Bullfighting,1.00
,Friday Night: The Game of High School Football,7.65
,Trivial Pursuit: Chocolate Edition,3.32
,"Games of the Pilgrim's Progress, Going to Sunday School and Tower of Babel",N/A
,Evel Knievel Stunt Game,N/A
,ONS.5: Outward North Atlantic Slow Convoy Five (1943),8.50
,Star Hopper,4.40
,Master Spy,4.25
,Samsara,6.00
,På nya äventyr med Pippi Långstrump,2.00
,På nya hyss med Emil i Lönneberga,4.50
,ZombieTown 2: Road Rage,6.01
,Top Me,N/A
,Tooth and Claw,6.83
,Wuzzles,4.50
,BSO FOOTBALL,6.50
,Safety First,N/A
,Folio,5.67
,Flix,N/A
,Duel in the Sky,2.50
,Thurn and Taxis: All Roads Lead to Rome,6.42
,Close and Destroy,6.23
,Town And Country,N/A
,Black & White,4.81
,Ton: The Game of Professional Darts,N/A
,Fast 40: The Game of Pro Motocross,N/A
,Blade: The Game of Speed Skating,N/A
,All-Arounder: Women's Gymnastics Game,N/A
,Limit: The Game of Pro Bass Fishing,N/A
,Podium: The Game of Formula 1 Racing,3.00
,Track Shot: The Demolition Derby Game,8.00
,Rommel: The Campaign for North Africa,6.50
,Towers&Bridges,N/A
,Round Trip,N/A
,FIFA World Cup Chess,N/A
,Trice,5.75
,The Martian Gathering,7.00
,Martian Race,6.00
,Mandala,5.87
,Edges,5.71
,Martian Life,6.50
,Martian Frisby,6.50
,Igloo,5.50
,Cross Board Hockey,N/A
,Cosmos,N/A
,Gurgitate!: the Game of Competitive Eating,N/A
,Trivial Pursuit: Édition Cinéma,3.50
,Queen Bee's Color and Shape Party!,3.00
,Het Mega Mindy Time Bordspel,4.22
,Axis & Allies Miniatures Expanded Rules,7.11
,Salt Lake City on Board,3.00
,Park City On Board,3.00
,Car Race,5.75
,Oakville On Board,3.00
,Newfoundland and Labrador On Board,3.00
,Naperville On Board,3.00
,Minnesota On Board,4.00
,Madison on Board,3.00
,Kitchener Waterloo On Board,3.00
,Kansas City On Board,3.00
,Kelowna On Board,3.00
,Joliet On Board,3.00
,Kingston On Board,5.00
,Janesville On Board,3.00
,Hamilton On Board,2.50
,Halifax On Board,3.50
,Greeley On Board,3.00
,Greater Memphis On Board,3.00
,Greater Saint John On Board,5.00
,Greater Bozeman On Board,N/A
,Galveston On Board,3.00
,Fredericton On Board,3.50
,Fort Worth On Board,3.00
,Duluth On Board,3.00
,Dubuque on Board,3.00
,Fort Wayne On Board,3.00
,Denver On Board,3.00
,Colorado On Board,3.00
,Cape Breton On Board,3.00
,Calgary On Board,3.00
,Boulder On Board,3.00
,Billings On Board,6.50
,Battle Creek On Board,3.00
,Aurora On Board,3.00
,Cedar Rapids On Board,3.50
,Grand Junction On Board,3.00
,Peterborough and Area On Board,3.00
,Danbury On Board,3.00
,Blue Sky On Board,3.00
,Sault Ste. Marie On Board,3.00
,Greater Sudbury In-a-Box,6.50
,North Bay In-a-Box,N/A
,Lacrosse On Board,3.00
,Prince Edward Island On Board,4.00
,Pikes Peak On Board,3.00
,Quad Cities On Board,3.00
,Racine On Board,3.00
,Regina On Board,3.00
,Rochester On Board,4.67
,Rockford On Board,3.00
,St. Catharines On Board,3.00
,St. John's On Board,4.33
,St. Joseph On Board,3.00
,Santa Fe On Board,3.00
,Simcoe County On Board,3.00
,Springfield On Board,2.50
,The Woodlands On Board,N/A
,Timmins On Board,3.00
,Topeka On Board,3.00
,Tri-Towns and Area On Board,3.00
,Tulsa On Board,3.00
,Vaughan On Board,3.00
,Windsor On Board,3.00
,Winnipeg On Board,3.00
,Yukon On Board,3.00
,Kenosha On Board,3.00
,Kakuro: The Board Game,4.94
,Tic-Tac-Strip,N/A
,Simply Manners,N/A
,THC The Game,4.00
,Mini-CassiaOpoly,N/A
,Battling Space Ships,7.00
,Heibelwijk,4.42
,Spiderwick Chronicles: The Fantastical Field Guide Mystery Game,3.47
,Pacific Salvo!,6.50
,Field of Honour: Jousting,5.67
,Swordfish at Taranto,6.33
,The Evacuation of Königsberg,8.06
,The 70's: A Game for Your Generation,6.93
,Waukesha County On Board,3.00
,Saskatoon On Board,3.67
,Schweizer Sport Quiz,N/A
,Viikinkiseikkailu,2.00
,Hexapawn,3.12
,Business India,5.43
,Den ofrivillige spelaren,3.21
,Femetta,4.58
,Grand Slam,N/A
,Le Lys et la Cocarde,4.50
,Thorgal Kolekcjonerska Gra Karciana,6.59
,Home Team Baseball Game,N/A
,Türkenkrieg (1737-1739),8.06
,Handbook of American Indian Games,N/A
,Start Business,N/A
,Wordbattle,5.50
,"Rich Man, Poor Man, Beggarman, Thief",5.00
,Plasma Duel,2.00
,Wallace's War,6.60
,"Cuckoo, A Society Game",10.00
,Princess & The Pea,5.14
,En-Ar-Co Automobile Tour,3.00
,Fast Car,4.00
,Gee Wiz Racing Game,4.00
,Zwerge,5.11
,Familjekampen,N/A
,NFL Strategy Jr.,6.00
,Sternsammler,4.85
,Wealth,N/A
,USA Trucking,N/A
,Paree Mutu-el Race-Trak,N/A
,Edgar Bergen & Charlie McCarthy's Game of Topper,N/A
,Mjölk är livet,N/A
,5150: Illegal Aliens,7.40
,5150: Infestation,7.50
,Supervillain University,5.50
,Casino Millennium Millionaire,N/A
